i,c,t,s,k,exposure
Beijing,soybean,2014,historical,heat,0.4626912890578345
Beijing,soybean,2015,historical,compound,-0.09420265060835482
Beijing,soybean,2015,historical,drought,0.3194899101915399
Beijing,soybean,2015,historical,heat,-0.2703591721602268
Beijing,soybean,2016,historical,compound,0.38020389555535344
Beijing,soybean,2016,historical,drought,-0.829137658151966
Beijing,soybean,2016,historical,heat,0.10886274528872031
Beijing,soybean,2017,historical,compound,0.3981037984233995
Beijing,soybean,2017,historical,drought,0.38466299156449896
Beijing,soybean,2017,historical,heat,0.4815151577214531
Beijing,soybean,2018,historical,compound,-0.17123168464939642
Beijing,soybean,2018,historical,drought,1.0288117311691967
Beijing,soybean,2018,historical,heat,0.5694267277655768
Beijing,soybean,2019,historical,compound,1.5435367081240476
Beijing,soybean,2019,historical,drought,0.8770240613559617
Beijing,soybean,2019,historical,heat,1.7926403474439372
Beijing,soybean,2020,historical,compound,0.3759674368850572
Beijing,soybean,2020,historical,drought,0.4869413952648152
Beijing,soybean,2020,historical,heat,0.9895387773995706
Beijing,soybean,2021,historical,compound,-0.9495179083069747
Beijing,soybean,2021,historical,drought,-2.446114579741636
Beijing,soybean,2021,historical,heat,-0.2613226223615947
Beijing,soybean,2022,historical,compound,1.3731497752068318
Beijing,soybean,2022,historical,drought,1.4921365005943645
Beijing,soybean,2022,historical,heat,1.7339449870520427
Beijing,wheat,1998,historical,compound,-1.642585006662565
Beijing,wheat,1998,historical,drought,-1.935033179001891
Beijing,wheat,1998,historical,heat,-1.042383265929621
Beijing,wheat,1999,historical,compound,-0.011836793218358621
Beijing,wheat,1999,historical,drought,-0.1325579904690477
Beijing,wheat,1999,historical,heat,-0.26268815908741916
Beijing,wheat,2000,historical,compound,0.4837525718676972
Beijing,wheat,2000,historical,drought,0.8363542123834153
Beijing,wheat,2000,historical,heat,0.5337207467875819
Beijing,wheat,2001,historical,compound,0.4643622908316479
Beijing,wheat,2001,historical,drought,-0.052198002699264036
Beijing,wheat,2001,historical,heat,0.6349014826000347
Beijing,wheat,2002,historical,compound,-0.3548569202153822
Beijing,wheat,2002,historical,drought,0.05655997762318946
Beijing,wheat,2002,historical,heat,-0.5754344179355906
Beijing,wheat,2003,historical,compound,-0.482238028302262
Beijing,wheat,2003,historical,drought,-0.7959904736574247
Beijing,wheat,2003,historical,heat,-0.5054194166431951
Beijing,wheat,2004,historical,compound,-0.44434654020678604
Beijing,wheat,2004,historical,drought,-0.9625694845133417
Beijing,wheat,2004,historical,heat,-0.6916823569852538
Beijing,wheat,2005,historical,compound,-0.3655569859866213
Beijing,wheat,2005,historical,drought,-0.026202710056909256
Beijing,wheat,2005,historical,heat,-0.3408618405579724
Beijing,wheat,2006,historical,compound,0.3166985486399239
Beijing,wheat,2006,historical,drought,1.3646853464110913
Beijing,wheat,2006,historical,heat,-0.19382055214270869
Beijing,wheat,2007,historical,compound,0.6519208134409322
Beijing,wheat,2007,historical,drought,1.44414499400221
Beijing,wheat,2007,historical,heat,0.13949080833947503
Beijing,wheat,2008,historical,compound,-0.63368976895366
Beijing,wheat,2008,historical,drought,-1.376372329868434
Beijing,wheat,2008,historical,heat,-0.3821517970327181
Beijing,wheat,2009,historical,compound,0.6518098808025987
Beijing,wheat,2009,historical,drought,1.044035301172339
Beijing,wheat,2009,historical,heat,0.4286382879840979
Beijing,wheat,2010,historical,compound,-0.05273485934304737
Beijing,wheat,2010,historical,drought,-0.7463567118027621
Beijing,wheat,2010,historical,heat,-0.7216354431174681
Beijing,wheat,2011,historical,compound,-0.07602735056927658
Beijing,wheat,2011,historical,drought,0.0717568690750865
Beijing,wheat,2011,historical,heat,0.03704329734420586
Beijing,wheat,2012,historical,compound,-0.4511443957878452
Beijing,wheat,2012,historical,drought,-0.34839514482317097
Beijing,wheat,2012,historical,heat,-0.7286139004658284
Beijing,wheat,2013,historical,compound,-0.951635977679037
Beijing,wheat,2013,historical,drought,-1.7969877187160062
Beijing,wheat,2013,historical,heat,-0.9179539630818806
Beijing,wheat,2014,historical,compound,-0.2256943850830849
Beijing,wheat,2014,historical,drought,-0.19420590395179302
Beijing,wheat,2014,historical,heat,0.047628801209476844
Beijing,wheat,2015,historical,compound,0.16012272590672294
Beijing,wheat,2015,historical,drought,-0.05403531955969476
Beijing,wheat,2015,historical,heat,-0.4442528349743755
Beijing,wheat,2016,historical,compound,-0.051731573635919015
Beijing,wheat,2016,historical,drought,-0.3083310728384949
Beijing,wheat,2016,historical,heat,-0.5126266259272906
Beijing,wheat,2017,historical,compound,0.5751378306350242
Beijing,wheat,2017,historical,drought,0.07452879705291575
Beijing,wheat,2017,historical,heat,1.1198381073096662
Beijing,wheat,2018,historical,compound,0.535350703763625
Beijing,wheat,2018,historical,drought,1.6706620945522257
Beijing,wheat,2018,historical,heat,0.6668160993169119
Beijing,wheat,2019,historical,compound,0.5653301179325799
Beijing,wheat,2019,historical,drought,1.7873821354941466
Beijing,wheat,2019,historical,heat,0.49821393328244373
Beijing,wheat,2020,historical,compound,1.609217919253909
Beijing,wheat,2020,historical,drought,0.8489101423971417
Beijing,wheat,2020,historical,heat,1.884921949506662
Beijing,wheat,2021,historical,compound,-0.14790811657004857
Beijing,wheat,2021,historical,drought,0.9423736159250887
Beijing,wheat,2021,historical,heat,0.4624463186588092
Beijing,wheat,2022,historical,compound,-0.12171670086076773
Beijing,wheat,2022,historical,drought,-1.4121574441306108
Beijing,wheat,2022,historical,heat,0.865864741541957
Chongqing,maize,1997,historical,compound,0.23115928427898122
Chongqing,maize,1997,historical,drought,2.2512871385081343
Chongqing,maize,1997,historical,heat,-0.31504215162789806
Chongqing,maize,1998,historical,compound,-0.3964761389949774
Chongqing,maize,1998,historical,drought,-2.3819871884408568
Chongqing,maize,1998,historical,heat,-0.30372054423636624
Chongqing,maize,1999,historical,compound,-0.9263970678720378
Chongqing,maize,1999,historical,drought,-1.3222263136789856
Chongqing,maize,1999,historical,heat,-1.0576157148433927
Chongqing,maize,2000,historical,compound,-1.0397664134097562
Chongqing,maize,2000,historical,drought,-0.5099602701479289
Chongqing,maize,2000,historical,heat,-0.9847109686188963
Chongqing,maize,2001,historical,compound,-0.21847869767126982
Chongqing,maize,2001,historical,drought,0.5082381379545452
Chongqing,maize,2001,historical,heat,-0.5407748801080269
Chongqing,maize,2002,historical,compound,-0.7459505404051153
Chongqing,maize,2002,historical,drought,-1.6516647867416776
Chongqing,maize,2002,historical,heat,-0.7933503660937157
Chongqing,maize,2003,historical,compound,0.11316735885228874
Chongqing,maize,2003,historical,drought,-0.6713181232303967
Chongqing,maize,2003,historical,heat,-0.420053864398964
Chongqing,maize,2004,historical,compound,0.25823278894350854
Chongqing,maize,2004,historical,drought,-0.006492814015781168
Chongqing,maize,2004,historical,heat,0.43929584864218835
Chongqing,maize,2005,historical,compound,0.2952466104146879
Chongqing,maize,2005,historical,drought,-0.18421542654526882
Chongqing,maize,2005,historical,heat,-0.04395487684596222
Chongqing,maize,2006,historical,compound,0.5018290754793651
Chongqing,maize,2006,historical,drought,2.358708805247811
Chongqing,maize,2006,historical,heat,0.7366252261410967
Chongqing,maize,2007,historical,compound,0.3392108928990217
Chongqing,maize,2007,historical,drought,-1.020098117109092
Chongqing,maize,2007,historical,heat,-0.09553793688136324
Chongqing,maize,2008,historical,compound,-0.3896800653602442
Chongqing,maize,2008,historical,drought,-0.2828151520882172
Chongqing,maize,2008,historical,heat,-0.5118034352339221
Chongqing,maize,2009,historical,compound,-0.11205981314670588
Chongqing,maize,2009,historical,drought,-0.005052773294068484
Chongqing,maize,2009,historical,heat,-0.10013192716811616
Chongqing,maize,2010,historical,compound,-0.3665339835559871
Chongqing,maize,2010,historical,drought,0.1023913409669433
Chongqing,maize,2010,historical,heat,-0.21438453324326198
Chongqing,maize,2011,historical,compound,1.9918478462016804
Chongqing,maize,2011,historical,drought,2.1099030834062162
Chongqing,maize,2011,historical,heat,1.5087395191641413
Chongqing,maize,2012,historical,compound,-0.7867705797175303
Chongqing,maize,2012,historical,drought,0.48983611472779964
Chongqing,maize,2012,historical,heat,-0.3687966334580843
Chongqing,maize,2013,historical,compound,0.9121253548342563
Chongqing,maize,2013,historical,drought,1.526711705707659
Chongqing,maize,2013,historical,heat,0.8386697686308363
Chongqing,maize,2014,historical,compound,-0.8153556034584998
Chongqing,maize,2014,historical,drought,-0.9677853029292565
Chongqing,maize,2014,historical,heat,-0.606029490436709
Chongqing,maize,2015,historical,compound,0.24203716815240595
Chongqing,maize,2015,historical,drought,0.18668220114788556
Chongqing,maize,2015,historical,heat,-0.18619367388377436
Chongqing,maize,2016,historical,compound,-0.4104982660403209
Chongqing,maize,2016,historical,drought,-0.25508639436354263
Chongqing,maize,2016,historical,heat,0.0462128133286324
Chongqing,maize,2017,historical,compound,-0.18146487620009047
Chongqing,maize,2017,historical,drought,0.04354700779609758
Chongqing,maize,2017,historical,heat,-0.1508468358773039
Chongqing,maize,2018,historical,compound,-0.07803584746902403
Chongqing,maize,2018,historical,drought,-0.294187644274281
Chongqing,maize,2018,historical,heat,0.37580278500499054
Chongqing,maize,2019,historical,compound,0.4942166397968935
Chongqing,maize,2019,historical,drought,0.19052773518792088
Chongqing,maize,2019,historical,heat,0.2671630494003214
Chongqing,maize,2020,historical,compound,-0.0140697263523518
Chongqing,maize,2020,historical,drought,-0.37271935727042615
Chongqing,maize,2020,historical,heat,0.2785728673995944
Chongqing,maize,2021,historical,compound,-0.5322964093082491
Chongqing,maize,2021,historical,drought,-1.3516025154178004
Chongqing,maize,2021,historical,heat,0.0883379834767785
Chongqing,maize,2022,historical,compound,1.6347610091090712
Chongqing,maize,2022,historical,drought,1.5093789088965641
Chongqing,maize,2022,historical,heat,2.113527971767179
Chongqing,rice,1997,historical,compound,-0.0853581685538057
Chongqing,rice,1997,historical,drought,0.13571753005088683
Chongqing,rice,1997,historical,heat,-0.3524764042558317
Chongqing,rice,1998,historical,compound,0.256665887554272
Chongqing,rice,1998,historical,drought,-0.30898513958719237
Chongqing,rice,1998,historical,heat,0.008576245320983519
Chongqing,rice,1999,historical,compound,-0.838298156354286
Chongqing,rice,1999,historical,drought,-2.0493423268395254
Chongqing,rice,1999,historical,heat,-0.6130711288293313
Chongqing,rice,2000,historical,compound,-0.7154389916229213
Chongqing,rice,2000,historical,drought,-1.205316134943636
Chongqing,rice,2000,historical,heat,-0.7015233908879965
Chongqing,rice,2001,historical,compound,-0.4020013650108823
Chongqing,rice,2001,historical,drought,-0.39908773418722143
Chongqing,rice,2001,historical,heat,-0.5751960610608866
Chongqing,rice,2002,historical,compound,-0.6369304065034843
Chongqing,rice,2002,historical,drought,-0.8320306990461482
Chongqing,rice,2002,historical,heat,-0.6781186417310447
Chongqing,rice,2003,historical,compound,-0.368440073369082
Chongqing,rice,2003,historical,drought,-0.864074269957316
Chongqing,rice,2003,historical,heat,-0.4760316555757318
Chongqing,rice,2004,historical,compound,0.07807014137514345
Chongqing,rice,2004,historical,drought,0.7978992186017715
Chongqing,rice,2004,historical,heat,0.38517582563487524
Chongqing,rice,2005,historical,compound,0.5479282243603474
Chongqing,rice,2005,historical,drought,0.06832109732850689
Chongqing,rice,2005,historical,heat,0.027462601236144395
Chongqing,rice,2006,historical,compound,0.14957087293879626
Chongqing,rice,2006,historical,drought,1.9608576381744223
Chongqing,rice,2006,historical,heat,0.1563445349754665
Chongqing,rice,2007,historical,compound,0.5960602383866175
Chongqing,rice,2007,historical,drought,-0.6080317981308299
Chongqing,rice,2007,historical,heat,0.08069251273474652
Chongqing,rice,2008,historical,compound,-0.4355626566526826
Chongqing,rice,2008,historical,drought,-0.7912078574744411
Chongqing,rice,2008,historical,heat,-0.5256286211464113
Chongqing,rice,2009,historical,compound,0.056470716138485054
Chongqing,rice,2009,historical,drought,0.015462969610933333
Chongqing,rice,2009,historical,heat,-0.15137780336018156
Chongqing,rice,2010,historical,compound,-0.5026852399362831
Chongqing,rice,2010,historical,drought,0.6131455381839118
Chongqing,rice,2010,historical,heat,-0.31459290714689075
Chongqing,rice,2011,historical,compound,1.233745628877227
Chongqing,rice,2011,historical,drought,1.55470455268934
Chongqing,rice,2011,historical,heat,1.1472605320831724
Chongqing,rice,2012,historical,compound,-0.7901452930316116
Chongqing,rice,2012,historical,drought,0.5443472078590185
Chongqing,rice,2012,historical,heat,-0.4913461873050677
Chongqing,rice,2013,historical,compound,1.2932636447393338
Chongqing,rice,2013,historical,drought,2.120007461494335
Chongqing,rice,2013,historical,heat,0.5170084829709195
Chongqing,rice,2014,historical,compound,-0.9054207396378865
Chongqing,rice,2014,historical,drought,-0.9617337035339598
Chongqing,rice,2014,historical,heat,-0.6187312372051585
Chongqing,rice,2015,historical,compound,0.044508849733343236
Chongqing,rice,2015,historical,drought,1.0509229166101937
Chongqing,rice,2015,historical,heat,-0.16270442617192746
Chongqing,rice,2016,historical,compound,0.413662208496742
Chongqing,rice,2016,historical,drought,-0.19693245773601822
Chongqing,rice,2016,historical,heat,0.19287039590688318
Chongqing,rice,2017,historical,compound,-0.5026852399362831
Chongqing,rice,2017,historical,drought,-1.5940320171579696
Chongqing,rice,2017,historical,heat,-0.42106937965718205
Chongqing,rice,2018,historical,compound,-0.339256930007334
Chongqing,rice,2018,historical,drought,0.0818926329541997
Chongqing,rice,2018,historical,heat,0.026717914306114327
Chongqing,rice,2019,historical,compound,0.3129991828677454
Chongqing,rice,2019,historical,drought,0.19035849288056253
Chongqing,rice,2019,historical,heat,0.21009750695827098
Chongqing,rice,2020,historical,compound,-0.353848501688208
Chongqing,rice,2020,historical,drought,-0.8863433547976917
Chongqing,rice,2020,historical,heat,-0.04489588796860907
Chongqing,rice,2021,historical,compound,0.6296215300284178
Chongqing,rice,2021,historical,drought,-0.6692850641364974
Chongqing,rice,2021,historical,heat,1.4485055125638508
Chongqing,rice,2022,historical,compound,1.2635046368082803
Chongqing,rice,2022,historical,drought,2.232765301090367
Chongqing,rice,2022,historical,heat,1.9260516676108257
Chongqing,soybean,1997,historical,compound,0.18492441646729793
Chongqing,soybean,1997,historical,drought,0.9737946545407611
Chongqing,soybean,1997,historical,heat,0.19028977394900182
Chongqing,soybean,1998,historical,compound,-0.3894978861399194
Chongqing,soybean,1998,historical,drought,-1.3290683926273406
Chongqing,soybean,1998,historical,heat,-0.7670960547537207
Chongqing,soybean,1999,historical,compound,-0.7485732285998221
Chongqing,soybean,1999,historical,drought,-0.7907396332974979
Chongqing,soybean,1999,historical,heat,-0.559216449931967
Chongqing,soybean,2000,historical,compound,-0.007743558654218052
Chongqing,soybean,2000,historical,drought,-0.7984095737077306
Chongqing,soybean,2000,historical,heat,-0.41617208637272635
Chongqing,soybean,2001,historical,compound,0.02219691915182183
Chongqing,soybean,2001,historical,drought,1.1231376175447885
Chongqing,soybean,2001,historical,heat,-0.4169274208147367
Chongqing,soybean,2002,historical,compound,-0.34700239923720133
